"","Source","Target","Weight"
"59","834"," 201.9","0.33333333"
"68","843"," 201.9","0.33333333"
"90","865"," 201.9","0.33333333"
"143","817"," 202.8","1.00000000"
"222","52-2"," 205.7","1.00000000"
"338","67-2"," 207.9","1.00000000"
"439","67-2"," 209.9","1.00000000"
"540","67-2"," 210.9","1.00000000"
"609","33-2"," 213.9","0.33333333"
"611","36-2"," 213.9","0.33333333"
"621","47-2"," 213.9","0.33333333"
"727","52-2"," 221.7","0.06666667"
"749","817"," 221.7","0.06666667"
"750","818"," 221.7","0.06666667"
"756","824"," 221.7","0.06666667"
"762","830"," 221.7","0.06666667"
"763","831"," 221.7","0.06666667"
"765","833"," 221.7","0.06666667"
"766","834"," 221.7","0.06666667"
"769","837"," 221.7","0.06666667"
"770","838"," 221.7","0.06666667"
"773","841"," 221.7","0.06666667"
"780","848"," 221.7","0.06666667"
"788","856"," 221.7","0.06666667"
"794","862"," 221.7","0.06666667"
"799","867"," 221.7","0.06666667"
"836","60-2"," 228.8","0.20000000"
"843","67-2"," 228.8","0.20000000"
"844","68-2"," 228.8","0.20000000"
"864","831"," 228.8","0.20000000"
"900","867"," 228.8","0.20000000"
"937","60-2"," 229.8","0.33333333"
"940","63-2"," 229.8","0.33333333"
"965","831"," 229.8","0.33333333"
"1052","817"," 231.0","0.11111111"
"1053","818"," 231.0","0.11111111"
"1065","830"," 231.0","0.11111111"
"1066","831"," 231.0","0.11111111"
"1072","837"," 231.0","0.11111111"
"1073","838"," 231.0","0.11111111"
"1091","856"," 231.0","0.11111111"
"1097","862"," 231.0","0.11111111"
"1104","869"," 231.0","0.11111111"
"1167","831"," 235.8","1.00000000"
"1213","31-2"," 242.9","0.07692308"
"1215","33-2"," 242.9","0.07692308"
"1217","36-2"," 242.9","0.07692308"
"1219","38-2"," 242.9","0.07692308"
"1221","40-2"," 242.9","0.07692308"
"1224","44-2"," 242.9","0.07692308"
"1227","47-2"," 242.9","0.07692308"
"1234","54-2"," 242.9","0.07692308"
"1235","55-2"," 242.9","0.07692308"
"1236","56-2"," 242.9","0.07692308"
"1237","57-2"," 242.9","0.07692308"
"1248","68-2"," 242.9","0.07692308"
"1250","70-2"," 242.9","0.07692308"
"1316","33-2"," 243.9","0.16666667"
"1318","36-2"," 243.9","0.16666667"
"1322","40-2"," 243.9","0.16666667"
"1325","44-2"," 243.9","0.16666667"
"1328","47-2"," 243.9","0.16666667"
"1338","57-2"," 243.9","0.16666667"
"1486","847"," 250.0","1.00000000"
"1557","817"," 250.9","0.07692308"
"1558","818"," 250.9","0.07692308"
"1562","822"," 250.9","0.07692308"
"1568","828"," 250.9","0.07692308"
"1569","829"," 250.9","0.07692308"
"1570","830"," 250.9","0.07692308"
"1571","831"," 250.9","0.07692308"
"1572","832"," 250.9","0.07692308"
"1596","856"," 250.9","0.07692308"
"1602","862"," 250.9","0.07692308"
"1605","865"," 250.9","0.07692308"
"1607","867"," 250.9","0.07692308"
"1615","875"," 250.9","0.07692308"
"1618","32-2"," 251.8","0.02941176"
"1619","33-2"," 251.8","0.02941176"
"1620","34-2"," 251.8","0.02941176"
"1621","36-2"," 251.8","0.02941176"
"1622","37-2"," 251.8","0.02941176"
"1626","42-2"," 251.8","0.02941176"
"1631","47-2"," 251.8","0.02941176"
"1633","49-2"," 251.8","0.02941176"
"1634","50-2"," 251.8","0.02941176"
"1635","51-2"," 251.8","0.02941176"
"1636","52-2"," 251.8","0.02941176"
"1639","55-2"," 251.8","0.02941176"
"1640","56-2"," 251.8","0.02941176"
"1641","57-2"," 251.8","0.02941176"
"1642","58-2"," 251.8","0.02941176"
"1643","59-2"," 251.8","0.02941176"
"1644","60-2"," 251.8","0.02941176"
"1647","63-2"," 251.8","0.02941176"
"1648","64-2"," 251.8","0.02941176"
"1649","65-2"," 251.8","0.02941176"
"1650","66-2"," 251.8","0.02941176"
"1651","67-2"," 251.8","0.02941176"
"1652","68-2"," 251.8","0.02941176"
"1653","69-2"," 251.8","0.02941176"
"1655","71-2"," 251.8","0.02941176"
"1656","72-2"," 251.8","0.02941176"
"1657","73-2"," 251.8","0.02941176"
"1659","818"," 251.8","0.02941176"
"1672","831"," 251.8","0.02941176"
"1678","837"," 251.8","0.02941176"
"1679","838"," 251.8","0.02941176"
"1680","839"," 251.8","0.02941176"
"1694","853"," 251.8","0.02941176"
"1704","863"," 251.8","0.02941176"
"1758","73-2"," 252.7","1.00000000"
"1837","51-2"," 253.7","0.11111111"
"1841","55-2"," 253.7","0.11111111"
"1846","60-2"," 253.7","0.11111111"
"1850","64-2"," 253.7","0.11111111"
"1853","67-2"," 253.7","0.11111111"
"1855","69-2"," 253.7","0.11111111"
"1857","71-2"," 253.7","0.11111111"
"1859","73-2"," 253.7","0.11111111"
"1874","831"," 253.7","0.11111111"
"1920","31-2"," 254.0","0.01639344"
"1922","33-2"," 254.0","0.01639344"
"1923","34-2"," 254.0","0.01639344"
"1924","36-2"," 254.0","0.01639344"
"1926","38-2"," 254.0","0.01639344"
"1927","39-2"," 254.0","0.01639344"
"1928","40-2"," 254.0","0.01639344"
"1930","43-2"," 254.0","0.01639344"
"1931","44-2"," 254.0","0.01639344"
"1933","46-2"," 254.0","0.01639344"
"1934","47-2"," 254.0","0.01639344"
"1937","50-2"," 254.0","0.01639344"
"1941","54-2"," 254.0","0.01639344"
"1943","56-2"," 254.0","0.01639344"
"1944","57-2"," 254.0","0.01639344"
"1946","59-2"," 254.0","0.01639344"
"1947","60-2"," 254.0","0.01639344"
"1949","62-2"," 254.0","0.01639344"
"1959","72-2"," 254.0","0.01639344"
"1961","817"," 254.0","0.01639344"
"1962","818"," 254.0","0.01639344"
"1963","819"," 254.0","0.01639344"
"1965","821"," 254.0","0.01639344"
"1966","822"," 254.0","0.01639344"
"1967","823"," 254.0","0.01639344"
"1968","824"," 254.0","0.01639344"
"1972","828"," 254.0","0.01639344"
"1973","829"," 254.0","0.01639344"
"1974","830"," 254.0","0.01639344"
"1976","832"," 254.0","0.01639344"
"1978","834"," 254.0","0.01639344"
"1980","836"," 254.0","0.01639344"
"1981","837"," 254.0","0.01639344"
"1982","838"," 254.0","0.01639344"
"1984","840"," 254.0","0.01639344"
"1985","841"," 254.0","0.01639344"
"1987","843"," 254.0","0.01639344"
"1988","844"," 254.0","0.01639344"
"1990","846"," 254.0","0.01639344"
"1991","847"," 254.0","0.01639344"
"1992","848"," 254.0","0.01639344"
"1994","850"," 254.0","0.01639344"
"1995","851"," 254.0","0.01639344"
"1996","852"," 254.0","0.01639344"
"1998","854"," 254.0","0.01639344"
"1999","855"," 254.0","0.01639344"
"2000","856"," 254.0","0.01639344"
"2001","857"," 254.0","0.01639344"
"2002","858"," 254.0","0.01639344"
"2003","859"," 254.0","0.01639344"
"2005","861"," 254.0","0.01639344"
"2006","862"," 254.0","0.01639344"
"2009","865"," 254.0","0.01639344"
"2010","866"," 254.0","0.01639344"
"2011","867"," 254.0","0.01639344"
"2012","868"," 254.0","0.01639344"
"2014","870"," 254.0","0.01639344"
"2015","871"," 254.0","0.01639344"
"2016","872"," 254.0","0.01639344"
"2018","874"," 254.0","0.01639344"
"2019","875"," 254.0","0.01639344"
"2029","40-2"," 254.9","0.50000000"
"2056","68-2"," 254.9","0.50000000"
"2124","33-2"," 256.9","0.25000000"
"2126","36-2"," 256.9","0.25000000"
"2133","44-2"," 256.9","0.25000000"
"2136","47-2"," 256.9","0.25000000"
"2231","40-2"," 257.9","0.50000000"
"2234","44-2"," 257.9","0.50000000"
"2324","31-2"," 261.9","0.01176471"
"2325","32-2"," 261.9","0.01176471"
"2326","33-2"," 261.9","0.01176471"
"2327","34-2"," 261.9","0.01176471"
"2328","36-2"," 261.9","0.01176471"
"2329","37-2"," 261.9","0.01176471"
"2330","38-2"," 261.9","0.01176471"
"2331","39-2"," 261.9","0.01176471"
"2332","40-2"," 261.9","0.01176471"
"2333","42-2"," 261.9","0.01176471"
"2334","43-2"," 261.9","0.01176471"
"2335","44-2"," 261.9","0.01176471"
"2336","45-2"," 261.9","0.01176471"
"2337","46-2"," 261.9","0.01176471"
"2338","47-2"," 261.9","0.01176471"
"2339","48-2"," 261.9","0.01176471"
"2340","49-2"," 261.9","0.01176471"
"2341","50-2"," 261.9","0.01176471"
"2342","51-2"," 261.9","0.01176471"
"2343","52-2"," 261.9","0.01176471"
"2344","53-2"," 261.9","0.01176471"
"2345","54-2"," 261.9","0.01176471"
"2346","55-2"," 261.9","0.01176471"
"2347","56-2"," 261.9","0.01176471"
"2348","57-2"," 261.9","0.01176471"
"2349","58-2"," 261.9","0.01176471"
"2350","59-2"," 261.9","0.01176471"
"2351","60-2"," 261.9","0.01176471"
"2352","61-2"," 261.9","0.01176471"
"2353","62-2"," 261.9","0.01176471"
"2355","64-2"," 261.9","0.01176471"
"2356","65-2"," 261.9","0.01176471"
"2357","66-2"," 261.9","0.01176471"
"2358","67-2"," 261.9","0.01176471"
"2359","68-2"," 261.9","0.01176471"
"2360","69-2"," 261.9","0.01176471"
"2361","70-2"," 261.9","0.01176471"
"2362","71-2"," 261.9","0.01176471"
"2363","72-2"," 261.9","0.01176471"
"2365","817"," 261.9","0.01176471"
"2366","818"," 261.9","0.01176471"
"2367","819"," 261.9","0.01176471"
"2369","821"," 261.9","0.01176471"
"2370","822"," 261.9","0.01176471"
"2371","823"," 261.9","0.01176471"
"2372","824"," 261.9","0.01176471"
"2376","828"," 261.9","0.01176471"
"2377","829"," 261.9","0.01176471"
"2378","830"," 261.9","0.01176471"
"2380","832"," 261.9","0.01176471"
"2382","834"," 261.9","0.01176471"
"2384","836"," 261.9","0.01176471"
"2385","837"," 261.9","0.01176471"
"2386","838"," 261.9","0.01176471"
"2387","839"," 261.9","0.01176471"
"2388","840"," 261.9","0.01176471"
"2389","841"," 261.9","0.01176471"
"2391","843"," 261.9","0.01176471"
"2392","844"," 261.9","0.01176471"
"2394","846"," 261.9","0.01176471"
"2396","848"," 261.9","0.01176471"
"2397","849"," 261.9","0.01176471"
"2398","850"," 261.9","0.01176471"
"2399","851"," 261.9","0.01176471"
"2400","852"," 261.9","0.01176471"
"2401","853"," 261.9","0.01176471"
"2402","854"," 261.9","0.01176471"
"2403","855"," 261.9","0.01176471"
"2404","856"," 261.9","0.01176471"
"2405","857"," 261.9","0.01176471"
"2406","858"," 261.9","0.01176471"
"2407","859"," 261.9","0.01176471"
"2408","860"," 261.9","0.01176471"
"2409","861"," 261.9","0.01176471"
"2410","862"," 261.9","0.01176471"
"2411","863"," 261.9","0.01176471"
"2412","864"," 261.9","0.01176471"
"2413","865"," 261.9","0.01176471"
"2414","866"," 261.9","0.01176471"
"2415","867"," 261.9","0.01176471"
"2416","868"," 261.9","0.01176471"
"2418","870"," 261.9","0.01176471"
"2419","871"," 261.9","0.01176471"
"2422","874"," 261.9","0.01176471"
"2423","875"," 261.9","0.01176471"
"2425","31-2"," 262.9","0.02127660"
"2427","33-2"," 262.9","0.02127660"
"2428","34-2"," 262.9","0.02127660"
"2429","36-2"," 262.9","0.02127660"
"2430","37-2"," 262.9","0.02127660"
"2431","38-2"," 262.9","0.02127660"
"2432","39-2"," 262.9","0.02127660"
"2433","40-2"," 262.9","0.02127660"
"2434","42-2"," 262.9","0.02127660"
"2435","43-2"," 262.9","0.02127660"
"2436","44-2"," 262.9","0.02127660"
"2437","45-2"," 262.9","0.02127660"
"2438","46-2"," 262.9","0.02127660"
"2439","47-2"," 262.9","0.02127660"
"2443","51-2"," 262.9","0.02127660"
"2446","54-2"," 262.9","0.02127660"
"2448","56-2"," 262.9","0.02127660"
"2449","57-2"," 262.9","0.02127660"
"2451","59-2"," 262.9","0.02127660"
"2452","60-2"," 262.9","0.02127660"
"2453","61-2"," 262.9","0.02127660"
"2454","62-2"," 262.9","0.02127660"
"2455","63-2"," 262.9","0.02127660"
"2456","64-2"," 262.9","0.02127660"
"2458","66-2"," 262.9","0.02127660"
"2459","67-2"," 262.9","0.02127660"
"2460","68-2"," 262.9","0.02127660"
"2461","69-2"," 262.9","0.02127660"
"2462","70-2"," 262.9","0.02127660"
"2463","71-2"," 262.9","0.02127660"
"2464","72-2"," 262.9","0.02127660"
"2468","819"," 262.9","0.02127660"
"2470","821"," 262.9","0.02127660"
"2474","825"," 262.9","0.02127660"
"2476","827"," 262.9","0.02127660"
"2477","828"," 262.9","0.02127660"
"2479","830"," 262.9","0.02127660"
"2481","832"," 262.9","0.02127660"
"2489","840"," 262.9","0.02127660"
"2493","844"," 262.9","0.02127660"
"2497","848"," 262.9","0.02127660"
"2498","849"," 262.9","0.02127660"
"2500","851"," 262.9","0.02127660"
"2501","852"," 262.9","0.02127660"
"2514","865"," 262.9","0.02127660"
"2515","866"," 262.9","0.02127660"
"2521","872"," 262.9","0.02127660"
"2526","31-2"," 263.9","0.02941176"
"2528","33-2"," 263.9","0.02941176"
"2529","34-2"," 263.9","0.02941176"
"2530","36-2"," 263.9","0.02941176"
"2531","37-2"," 263.9","0.02941176"
"2532","38-2"," 263.9","0.02941176"
"2533","39-2"," 263.9","0.02941176"
"2534","40-2"," 263.9","0.02941176"
"2535","42-2"," 263.9","0.02941176"
"2536","43-2"," 263.9","0.02941176"
"2537","44-2"," 263.9","0.02941176"
"2538","45-2"," 263.9","0.02941176"
"2539","46-2"," 263.9","0.02941176"
"2540","47-2"," 263.9","0.02941176"
"2547","54-2"," 263.9","0.02941176"
"2549","56-2"," 263.9","0.02941176"
"2550","57-2"," 263.9","0.02941176"
"2552","59-2"," 263.9","0.02941176"
"2555","62-2"," 263.9","0.02941176"
"2556","63-2"," 263.9","0.02941176"
"2560","67-2"," 263.9","0.02941176"
"2561","68-2"," 263.9","0.02941176"
"2564","71-2"," 263.9","0.02941176"
"2565","72-2"," 263.9","0.02941176"
"2569","819"," 263.9","0.02941176"
"2571","821"," 263.9","0.02941176"
"2578","828"," 263.9","0.02941176"
"2580","830"," 263.9","0.02941176"
"2582","832"," 263.9","0.02941176"
"2594","844"," 263.9","0.02941176"
"2599","849"," 263.9","0.02941176"
"2601","851"," 263.9","0.02941176"
"2615","865"," 263.9","0.02941176"
"2622","872"," 263.9","0.02941176"
"2628","32-2"," 265.8","0.01162791"
"2630","34-2"," 265.8","0.01162791"
"2631","36-2"," 265.8","0.01162791"
"2633","38-2"," 265.8","0.01162791"
"2635","40-2"," 265.8","0.01162791"
"2636","42-2"," 265.8","0.01162791"
"2637","43-2"," 265.8","0.01162791"
"2638","44-2"," 265.8","0.01162791"
"2639","45-2"," 265.8","0.01162791"
"2640","46-2"," 265.8","0.01162791"
"2641","47-2"," 265.8","0.01162791"
"2643","49-2"," 265.8","0.01162791"
"2644","50-2"," 265.8","0.01162791"
"2645","51-2"," 265.8","0.01162791"
"2646","52-2"," 265.8","0.01162791"
"2647","53-2"," 265.8","0.01162791"
"2648","54-2"," 265.8","0.01162791"
"2650","56-2"," 265.8","0.01162791"
"2651","57-2"," 265.8","0.01162791"
"2652","58-2"," 265.8","0.01162791"
"2653","59-2"," 265.8","0.01162791"
"2654","60-2"," 265.8","0.01162791"
"2655","61-2"," 265.8","0.01162791"
"2656","62-2"," 265.8","0.01162791"
"2658","64-2"," 265.8","0.01162791"
"2659","65-2"," 265.8","0.01162791"
"2660","66-2"," 265.8","0.01162791"
"2661","67-2"," 265.8","0.01162791"
"2662","68-2"," 265.8","0.01162791"
"2663","69-2"," 265.8","0.01162791"
"2664","70-2"," 265.8","0.01162791"
"2665","71-2"," 265.8","0.01162791"
"2666","72-2"," 265.8","0.01162791"
"2668","817"," 265.8","0.01162791"
"2669","818"," 265.8","0.01162791"
"2670","819"," 265.8","0.01162791"
"2672","821"," 265.8","0.01162791"
"2673","822"," 265.8","0.01162791"
"2674","823"," 265.8","0.01162791"
"2675","824"," 265.8","0.01162791"
"2676","825"," 265.8","0.01162791"
"2678","827"," 265.8","0.01162791"
"2679","828"," 265.8","0.01162791"
"2680","829"," 265.8","0.01162791"
"2681","830"," 265.8","0.01162791"
"2682","831"," 265.8","0.01162791"
"2683","832"," 265.8","0.01162791"
"2684","833"," 265.8","0.01162791"
"2685","834"," 265.8","0.01162791"
"2687","836"," 265.8","0.01162791"
"2688","837"," 265.8","0.01162791"
"2689","838"," 265.8","0.01162791"
"2690","839"," 265.8","0.01162791"
"2691","840"," 265.8","0.01162791"
"2692","841"," 265.8","0.01162791"
"2694","843"," 265.8","0.01162791"
"2695","844"," 265.8","0.01162791"
"2696","845"," 265.8","0.01162791"
"2697","846"," 265.8","0.01162791"
"2699","848"," 265.8","0.01162791"
"2700","849"," 265.8","0.01162791"
"2701","850"," 265.8","0.01162791"
"2702","851"," 265.8","0.01162791"
"2703","852"," 265.8","0.01162791"
"2704","853"," 265.8","0.01162791"
"2705","854"," 265.8","0.01162791"
"2706","855"," 265.8","0.01162791"
"2707","856"," 265.8","0.01162791"
"2708","857"," 265.8","0.01162791"
"2709","858"," 265.8","0.01162791"
"2710","859"," 265.8","0.01162791"
"2711","860"," 265.8","0.01162791"
"2712","861"," 265.8","0.01162791"
"2713","862"," 265.8","0.01162791"
"2714","863"," 265.8","0.01162791"
"2715","864"," 265.8","0.01162791"
"2716","865"," 265.8","0.01162791"
"2717","866"," 265.8","0.01162791"
"2718","867"," 265.8","0.01162791"
"2719","868"," 265.8","0.01162791"
"2720","869"," 265.8","0.01162791"
"2721","870"," 265.8","0.01162791"
"2722","871"," 265.8","0.01162791"
"2723","872"," 265.8","0.01162791"
"2725","874"," 265.8","0.01162791"
"2726","875"," 265.8","0.01162791"
"2769","817"," 266.7","0.16666667"
"2782","830"," 266.7","0.16666667"
"2783","831"," 266.7","0.16666667"
"2790","838"," 266.7","0.16666667"
"2808","856"," 266.7","0.16666667"
"2819","867"," 266.7","0.16666667"
"2848","52-2"," 267.8","0.07692308"
"2856","60-2"," 267.8","0.07692308"
"2859","63-2"," 267.8","0.07692308"
"2870","817"," 267.8","0.07692308"
"2883","830"," 267.8","0.07692308"
"2884","831"," 267.8","0.07692308"
"2886","833"," 267.8","0.07692308"
"2890","837"," 267.8","0.07692308"
"2891","838"," 267.8","0.07692308"
"2901","848"," 267.8","0.07692308"
"2909","856"," 267.8","0.07692308"
"2915","862"," 267.8","0.07692308"
"2920","867"," 267.8","0.07692308"
"2931","32-2"," 282.0","0.06250000"
"2933","34-2"," 282.0","0.06250000"
"2936","38-2"," 282.0","0.06250000"
"2937","39-2"," 282.0","0.06250000"
"2939","42-2"," 282.0","0.06250000"
"2940","43-2"," 282.0","0.06250000"
"2944","47-2"," 282.0","0.06250000"
"2945","48-2"," 282.0","0.06250000"
"2946","49-2"," 282.0","0.06250000"
"2948","51-2"," 282.0","0.06250000"
"2950","53-2"," 282.0","0.06250000"
"2951","54-2"," 282.0","0.06250000"
"2953","56-2"," 282.0","0.06250000"
"2955","58-2"," 282.0","0.06250000"
"2959","62-2"," 282.0","0.06250000"
"2969","72-2"," 282.0","0.06250000"
"3040","42-2"," 283.0","1.00000000"
"3173","817"," 298.0","0.06666667"
"3175","819"," 298.0","0.06666667"
"3178","822"," 298.0","0.06666667"
"3184","828"," 298.0","0.06666667"
"3185","829"," 298.0","0.06666667"
"3186","830"," 298.0","0.06666667"
"3187","831"," 298.0","0.06666667"
"3188","832"," 298.0","0.06666667"
"3196","840"," 298.0","0.06666667"
"3200","844"," 298.0","0.06666667"
"3205","849"," 298.0","0.06666667"
"3207","851"," 298.0","0.06666667"
"3221","865"," 298.0","0.06666667"
"3224","868"," 298.0","0.06666667"
"3228","872"," 298.0","0.06666667"
"3321","864"," 301.1","1.00000000"
"3334","31-2"," 304.1","0.01960784"
"3335","32-2"," 304.1","0.01960784"
"3336","33-2"," 304.1","0.01960784"
"3337","34-2"," 304.1","0.01960784"
"3339","37-2"," 304.1","0.01960784"
"3340","38-2"," 304.1","0.01960784"
"3341","39-2"," 304.1","0.01960784"
"3342","40-2"," 304.1","0.01960784"
"3343","42-2"," 304.1","0.01960784"
"3344","43-2"," 304.1","0.01960784"
"3346","45-2"," 304.1","0.01960784"
"3347","46-2"," 304.1","0.01960784"
"3356","55-2"," 304.1","0.01960784"
"3358","57-2"," 304.1","0.01960784"
"3360","59-2"," 304.1","0.01960784"
"3361","60-2"," 304.1","0.01960784"
"3364","63-2"," 304.1","0.01960784"
"3365","64-2"," 304.1","0.01960784"
"3367","66-2"," 304.1","0.01960784"
"3368","67-2"," 304.1","0.01960784"
"3369","68-2"," 304.1","0.01960784"
"3370","69-2"," 304.1","0.01960784"
"3372","71-2"," 304.1","0.01960784"
"3373","72-2"," 304.1","0.01960784"
"3374","73-2"," 304.1","0.01960784"
"3376","818"," 304.1","0.01960784"
"3377","819"," 304.1","0.01960784"
"3378","820"," 304.1","0.01960784"
"3379","821"," 304.1","0.01960784"
"3380","822"," 304.1","0.01960784"
"3381","823"," 304.1","0.01960784"
"3383","825"," 304.1","0.01960784"
"3385","827"," 304.1","0.01960784"
"3386","828"," 304.1","0.01960784"
"3387","829"," 304.1","0.01960784"
"3388","830"," 304.1","0.01960784"
"3390","832"," 304.1","0.01960784"
"3394","836"," 304.1","0.01960784"
"3395","837"," 304.1","0.01960784"
"3399","841"," 304.1","0.01960784"
"3402","844"," 304.1","0.01960784"
"3403","845"," 304.1","0.01960784"
"3404","846"," 304.1","0.01960784"
"3406","848"," 304.1","0.01960784"
"3409","851"," 304.1","0.01960784"
"3410","852"," 304.1","0.01960784"
"3423","865"," 304.1","0.01960784"
"3424","866"," 304.1","0.01960784"
"3428","870"," 304.1","0.01960784"
"3429","871"," 304.1","0.01960784"
"3430","872"," 304.1","0.01960784"
"3477","818"," 313.1","0.05263158"
"3479","820"," 313.1","0.05263158"
"3482","823"," 313.1","0.05263158"
"3483","824"," 313.1","0.05263158"
"3484","825"," 313.1","0.05263158"
"3486","827"," 313.1","0.05263158"
"3488","829"," 313.1","0.05263158"
"3491","832"," 313.1","0.05263158"
"3502","843"," 313.1","0.05263158"
"3504","845"," 313.1","0.05263158"
"3505","846"," 313.1","0.05263158"
"3508","849"," 313.1","0.05263158"
"3513","854"," 313.1","0.05263158"
"3514","855"," 313.1","0.05263158"
"3515","856"," 313.1","0.05263158"
"3518","859"," 313.1","0.05263158"
"3524","865"," 313.1","0.05263158"
"3531","872"," 313.1","0.05263158"
"3534","875"," 313.1","0.05263158"
"3550","47-2"," 316.0","1.00000000"
"3693","832"," 318.1","1.00000000"
"3739","32-2"," 326.0","0.06666667"
"3744","38-2"," 326.0","0.06666667"
"3745","39-2"," 326.0","0.06666667"
"3747","42-2"," 326.0","0.06666667"
"3748","43-2"," 326.0","0.06666667"
"3752","47-2"," 326.0","0.06666667"
"3753","48-2"," 326.0","0.06666667"
"3754","49-2"," 326.0","0.06666667"
"3756","51-2"," 326.0","0.06666667"
"3758","53-2"," 326.0","0.06666667"
"3761","56-2"," 326.0","0.06666667"
"3763","58-2"," 326.0","0.06666667"
"3767","62-2"," 326.0","0.06666667"
"3777","72-2"," 326.0","0.06666667"
"3827","865"," 326.0","0.06666667"
"3840","32-2"," 327.0","0.04545455"
"3845","38-2"," 327.0","0.04545455"
"3846","39-2"," 327.0","0.04545455"
"3848","42-2"," 327.0","0.04545455"
"3849","43-2"," 327.0","0.04545455"
"3850","44-2"," 327.0","0.04545455"
"3853","47-2"," 327.0","0.04545455"
"3854","48-2"," 327.0","0.04545455"
"3855","49-2"," 327.0","0.04545455"
"3856","50-2"," 327.0","0.04545455"
"3857","51-2"," 327.0","0.04545455"
"3859","53-2"," 327.0","0.04545455"
"3862","56-2"," 327.0","0.04545455"
"3863","57-2"," 327.0","0.04545455"
"3864","58-2"," 327.0","0.04545455"
"3865","59-2"," 327.0","0.04545455"
"3867","61-2"," 327.0","0.04545455"
"3868","62-2"," 327.0","0.04545455"
"3872","66-2"," 327.0","0.04545455"
"3876","70-2"," 327.0","0.04545455"
"3878","72-2"," 327.0","0.04545455"
"3901","838"," 327.0","0.04545455"
"3941","32-2"," 328.0","0.16666667"
"3955","48-2"," 328.0","0.16666667"
"3956","49-2"," 328.0","0.16666667"
"3957","50-2"," 328.0","0.16666667"
"3960","53-2"," 328.0","0.16666667"
"3965","58-2"," 328.0","0.16666667"
"4068","60-2"," 329.1","0.50000000"
"4071","63-2"," 329.1","0.50000000"
"4146","36-2"," 330.0","0.07142857"
"4149","39-2"," 330.0","0.07142857"
"4152","43-2"," 330.0","0.07142857"
"4191","825"," 330.0","0.07142857"
"4193","827"," 330.0","0.07142857"
"4209","843"," 330.0","0.07142857"
"4220","854"," 330.0","0.07142857"
"4221","855"," 330.0","0.07142857"
"4222","856"," 330.0","0.07142857"
"4223","857"," 330.0","0.07142857"
"4224","858"," 330.0","0.07142857"
"4225","859"," 330.0","0.07142857"
"4231","865"," 330.0","0.07142857"
"4241","875"," 330.0","0.07142857"
"4257","47-2"," 344.2","1.00000000"
"4358","47-2"," 345.1","1.00000000"
"4445","31-2"," 348.0","0.01515152"
"4446","32-2"," 348.0","0.01515152"
"4447","33-2"," 348.0","0.01515152"
"4448","34-2"," 348.0","0.01515152"
"4449","36-2"," 348.0","0.01515152"
"4451","38-2"," 348.0","0.01515152"
"4452","39-2"," 348.0","0.01515152"
"4454","42-2"," 348.0","0.01515152"
"4455","43-2"," 348.0","0.01515152"
"4459","47-2"," 348.0","0.01515152"
"4460","48-2"," 348.0","0.01515152"
"4462","50-2"," 348.0","0.01515152"
"4463","51-2"," 348.0","0.01515152"
"4466","54-2"," 348.0","0.01515152"
"4468","56-2"," 348.0","0.01515152"
"4471","59-2"," 348.0","0.01515152"
"4473","61-2"," 348.0","0.01515152"
"4475","63-2"," 348.0","0.01515152"
"4476","64-2"," 348.0","0.01515152"
"4478","66-2"," 348.0","0.01515152"
"4480","68-2"," 348.0","0.01515152"
"4482","70-2"," 348.0","0.01515152"
"4483","71-2"," 348.0","0.01515152"
"4484","72-2"," 348.0","0.01515152"
"4486","817"," 348.0","0.01515152"
"4487","818"," 348.0","0.01515152"
"4488","819"," 348.0","0.01515152"
"4489","820"," 348.0","0.01515152"
"4490","821"," 348.0","0.01515152"
"4491","822"," 348.0","0.01515152"
"4492","823"," 348.0","0.01515152"
"4493","824"," 348.0","0.01515152"
"4494","825"," 348.0","0.01515152"
"4496","827"," 348.0","0.01515152"
"4498","829"," 348.0","0.01515152"
"4500","831"," 348.0","0.01515152"
"4501","832"," 348.0","0.01515152"
"4503","834"," 348.0","0.01515152"
"4505","836"," 348.0","0.01515152"
"4506","837"," 348.0","0.01515152"
"4509","840"," 348.0","0.01515152"
"4510","841"," 348.0","0.01515152"
"4512","843"," 348.0","0.01515152"
"4513","844"," 348.0","0.01515152"
"4514","845"," 348.0","0.01515152"
"4515","846"," 348.0","0.01515152"
"4516","847"," 348.0","0.01515152"
"4519","850"," 348.0","0.01515152"
"4523","854"," 348.0","0.01515152"
"4524","855"," 348.0","0.01515152"
"4525","856"," 348.0","0.01515152"
"4526","857"," 348.0","0.01515152"
"4527","858"," 348.0","0.01515152"
"4528","859"," 348.0","0.01515152"
"4529","860"," 348.0","0.01515152"
"4530","861"," 348.0","0.01515152"
"4531","862"," 348.0","0.01515152"
"4532","863"," 348.0","0.01515152"
"4533","864"," 348.0","0.01515152"
"4534","865"," 348.0","0.01515152"
"4536","867"," 348.0","0.01515152"
"4537","868"," 348.0","0.01515152"
"4539","870"," 348.0","0.01515152"
"4540","871"," 348.0","0.01515152"
"4543","874"," 348.0","0.01515152"
"4544","875"," 348.0","0.01515152"
"4555","42-2"," 352.1","1.00000000"
"4714","843"," 364.8","0.20000000"
"4725","854"," 364.8","0.20000000"
"4726","855"," 364.8","0.20000000"
"4728","857"," 364.8","0.20000000"
"4736","865"," 364.8","0.20000000"
"4822","850"," 365.0","0.50000000"
"4847","875"," 365.0","0.50000000"
